town,name,drg,grant_name,grant_type,pay1990,pay1991,pay1992,pay1993,pay1994,pay1995,pay1996,pay1997,pay1998,pay1999,pay2000,pay2001,pay2002,pay2003,pay2004,pay2005,pay2006,pay2007,pay2008,pay2009,pay2010,pay2011,pay2012,pay2013
155,West Hartford            ,B,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123682,123682,123682,123682
155,West Hartford            ,B,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,0,146227,0,0,218197,278458,34906,0,111994,0,0,0,0,0,0,0,0
155,West Hartford            ,B,State School Breakfast,State,0,0,0,0,7400,11506,9831,10145,10127,7280,6964,7593,6963,7253,3272,3333,6641,6596,7135,6558,6404,6515,27021,26925
155,West Hartford            ,B,Student Achievement,State,0,0,0,0,0,0,0,1449,2973,69016,41121,0,0,0,0,0,0,0,0,0,0,0,0,0
155,West Hartford            ,B,Teacher Standards Implementation,State,4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,West Hartford            ,B,Transitional School Districts,State,0,0,0,0,0,0,0,0,0,250000,250000,250000,0,0,0,0,0,0,0,0,0,0,0,0
155,West Hartford            ,B,Transportation - Public,State,141826,166726,150608,104377,68313,104915,120916,131183,153833,163008,226374,258902,212993,228879,219657,284696,283614,272881,234015,284519,186348,354666,270233,243335
155,West Hartford            ,B,Transportation-Nonpublic,State,43193,47757,50951,25644,15970,21207,29561,31653,36654,48431,58264,67021,46253,45794,34819,43668,54479,50371,48236,59884,55534,105155,79042,95449
155,West Hartford            ,B,Vocational Education Equipment,State,55704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,West Hartford            ,B,Youth Service Bureau,State,0,0,0,0,0,0,35237,34686,34311,34518,34642,35576,35191,33156,33207,34635,34863,35056,42602,42602,42627,42639,42639,42459
156,West Haven               ,H,Adult Education,State,64499,83633,65755,91877,111724,130885,128217,93606,93468,94808,92997,91795,94215,99197,110009,119193,178952,177833,197925,203327,229022,216546,218449,218055
156,West Haven               ,H,Bilingual Education,State,0,0,0,0,0,0,0,3518,4292,5984,4699,0,5023,11979,16249,17628,22828,22465,25097,27409,33183,39467,42385,37856
156,West Haven               ,H,Child Nutrition State Match,State,31203,34317,33000,34887,35571,35889,36324,35019,33924,34388,34471,33807,33985,35144,32573,31978,31753,30184,27178,26120,27591,27885,27527,27929
156,West Haven               ,H,E.E.R.A - Nonpublic,State,10746,12063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,West Haven               ,H,E.E.R.A - Public,State,99079,77254,64444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,West Haven               ,H,Early Reading Success,State,0,0,0,0,0,0,0,0,0,0,689782,678207,684957,615963,717670,0,0,0,0,0,0,0,0,0
156,West Haven               ,H,ECS/Alliance Dist Grants,State,13193899,14546015,16761043,17490148,20179109,21068798,27742484,28092424,28619790,30007075,31660556,33588424,34097166,34845053,35025279,35275768,36345125,36414837,39712018,41319451,35246133,35447236,41380822,42743506
156,West Haven               ,H,Extended School Hours,State,0,0,0,0,0,0,0,0,0,0,141512,138930,0,0,0,0,0,0,0,0,0,0,0,0
156,West Haven               ,H,Family Resource Center Program,State,0,0,0,0,0,0,0,0,0,0,0,100000,100000,86171,77975,102250,102250,102250,102400,97200,92325,97000,92435,105213
156,West Haven               ,H,Gen Improvemnts To School Buildings,State,0,0,0,0,0,0,0,0,0,0,493122,320506,656792,0,0,464093,0,0,0,0,0,0,0,0
156,West Haven               ,H,Healthy Foods Initiative,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58399,0,0,0,57383,58969
156,West Haven               ,H,Interdistrict Cooperative,State,0,0,0,0,0,0,0,76000,98000,98000,423060,508380,346027,341698,439735,458730,714843,664803,774232,767084,0,0,0,0
156,West Haven               ,H,Magnet School,State,0,0,0,0,0,0,0,0,0,0,126000,140298,145800,145600,125680,116152,123840,119774,119774,115457,125555,120000,215552,206000
156,West Haven               ,H,Nonpublic Health Services,State,127418,116286,102601,113940,120732,137811,134444,149496,137832,150385,133246,132105,166910,155200,155305,164737,199413,207590,206141,192002,197035,178637,126653,157999
156,West Haven               ,H,Priority School Districts,State,22595,22595,0,0,0,0,0,0,0,0,807500,807500,668125,501595,416530,200000,0,0,0,0,0,0,0,0
156,West Haven               ,H,Professional Development,State,15859,14685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,West Haven               ,H,Quality Enhancement,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31658,33318
156,West Haven               ,H,School Accountability-Summer Schl,State,0,0,0,0,0,0,0,0,0,0,0,177369,161722,119464,113691,6971,0,0,0,0,0,0,0,0
156,West Haven               ,H,School Building Projects,State,3100,1025,4030541,1088503,1045135,914654,2141299,1287381,2163449,1708400,3615583,6605367,2094368,3439111,8305426,5960883,2294779,2264952,3848716.38,1693802.3,1229357.09,1082120.35,1134550.72,803280.08
156,West Haven               ,H,School Library Grant,State,0,0,0,0,0,0,0,0,0,0,117277,115942,0,0,0,0,0,0,0,0,0,0,0,0
156,West Haven               ,H,School Readiness -Severe Need,State,0,0,0,0,0,0,0,0,0,98000,875448,1384026,1132375,1006821,1269276,1649803,1634950,1694688,1718866,1669889,1639547,1668167,1633104,1738199
156,West Haven               ,H,School Readiness Minor Capital Impr,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113895,0,0,0,0,0,0
156,West Haven               ,H,Sp. Ed. - Equity,State,0,0,0,0,0,0,550442,635013,889244,796379,619894,507016,410737,0,0,0,0,0,0,0,0,0,0,0
156,West Haven               ,H,Sp. Ed. - Excess Cost,State,124644,82178,132403,262560,116333,288563,284143,367249,369706,369112,351063,284045,165077,238506,486480,477656,762851,671470,1234682,1536536,1188606,1066738,1322700,1731823
156,West Haven               ,H,Sp. Ed. - Medicaid,State,52053,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,West Haven               ,H,Sp. Ed. - Regular,State,3642339,3792478,4228342,4979144,5294792,6033669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,West Haven               ,H,Sp. Ed. - State Agency Placements,State,50791,105228,92219,41747,167242,122666,154490,147138,32552,336627,311242,304282,342290,386139,447861,511790,535350,911817,629266,660770,325703,300639,390147,273022
156,West Haven               ,H,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390776,390776,390776,390776
156,West Haven               ,H,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,0,0,0,0,187906,239682,33179,0,93366,0,50441,0,0,0,0,0,0
156,West Haven               ,H,State School Breakfast,State,0,0,0,0,5853,41225,51768,57766,60670,64806,61218,59741,62565,57956,43363,44872,44022,46417,44307,41569,42588,32125,38400,35425
156,West Haven               ,H,Student Achievement,State,0,0,0,0,0,0,0,16895,7436,567,6211,837,0,0,0,0,0,0,0,0,0,0,0,0
156,West Haven               ,H,Summer School Incentive,State,28995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,West Haven               ,H,Teacher Standards Implementation,State,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,West Haven               ,H,Transitional School Districts,State,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,West Haven               ,H,Transportation - Public,State,479550,503896,601937,726650,742274,764641,780266,837498,758954,836586,980629,992612,1032770,898500,914503,926218,961587,921924,1061173,1048940,588470,646643,510051,534380
156,West Haven               ,H,Transportation-Nonpublic,State,90320,102215,79082,57205,56218,57596,59135,71547,74072,63047,53641,53584,56551,79216,59226,66375,83764,83874,75575,70590,62933,56314,125453,104570
156,West Haven               ,H,Voc Agriculture - Tuition,State,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,West Haven               ,H,Vocational Education Equipment,State,57238,0,0,106098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,West Haven               ,H,Youth Service Bureau,State,0,0,0,0,0,0,44156,43395,42877,43162,42567,43859,43326,40511,40581,42557,42873,43139,50684,50684,50718,50735,50735,50550
157,Weston                   ,A,Adult Education,State,1032,1214,1375,301,225,266,279,285,292,294,314,345,324,358,364,349,371,392,435,440,433,431,441,449
157,Weston                   ,A,Child Nutrition State Match,State,6791,7294,5844,5733,6327,6015,6346,5581,5933,7381,8152,8530,8564,8401,6614,7193,6516,7175,8629,7907,7871,8304,8700,8903
157,Weston                   ,A,E.E.R.A - Public,State,4375,4057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Weston                   ,A,ECS/Alliance Dist Grants,State,420645,420645,196196,98098,98098,98098,125148,112723,102578,97499,98016,115267,314044,546660,535299,626567,646972,797510,966234,969205,770153,838948,951512,1022787
157,Weston                   ,A,Hold Harmless,State,22006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Weston                   ,A,Magnet School,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,1300,0
157,Weston                   ,A,Open Choice Program,State,0,0,0,0,0,0,0,0,0,12000,24000,43232,40164,40072,28000,24000,14000,16000,22500,27500,30000,27500,30000,39000
157,Weston                   ,A,Other State Grants,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3887.96,0,0
157,Weston                   ,A,Professional Development,State,1720,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Weston                   ,A,School Building Projects,State,91310,966,72604,51116,51116,51116,51109,701259,476906,871586,486478,362495,301104,300556,826755,6318694,3879245,249286,113396.22,254998.99,224377.22,1303.92,0,0
157,Weston                   ,A,Sp. Ed. - Equity,State,0,0,0,0,0,0,0,0,0,0,29937,33185,34504,0,0,0,6227,12635,0,0,0,0,0,0
157,Weston                   ,A,Sp. Ed. - Excess Cost,State,0,0,0,0,0,0,0,56304,22051,27754,281356,455305,476309,456215,339016,423057,338278,580214,607401,618205,655076,473378,467062,432184
157,Weston                   ,A,Sp. Ed. - Regular,State,305224,144619,169145,27353,25937,30921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Weston                   ,A,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3464,3464,3464,3464
157,Weston                   ,A,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,0,0,0,98331,9995,10000,14975,0,0,0,0,0,0,0,0,0,0
157,Weston                   ,A,Student Achievement,State,0,0,0,0,0,0,0,13605,0,13320,0,9622,0,0,0,0,0,0,0,0,0,0,0,0
157,Weston                   ,A,Transportation - Public,State,54989,58150,63640,11818,0,0,0,1000,1000,1000,1000,1000,2696,833,794,754,10256,5384,3298,9603,5219,1460,320,295
157,Weston                   ,A,Youth Service Bureau,State,0,0,0,0,0,0,0,12000,12000,12000,14000,14000,14000,14000,14000,14000,14000,14000,19000,19000,19000,19000,19000,18888
158,Westport                 ,A,Adult Education,State,9229,10217,8573,2057,1277,1253,1298,455,1384,1395,1486,1639,1877,1830,1821,1653,1762,1854,1378,2082,2055,2043,2094,1418
158,Westport                 ,A,Child Nutrition State Match,State,13904,14565,12796,14713,14152,15243,16801,17156,16343,13439,13178,12762,14197,13965,14655,15642,16923,18010,18707,19058,19438,18868,19737,20695
158,Westport                 ,A,E.E.R.A - Public,State,11750,9286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Westport                 ,A,ECS/Alliance Dist Grants,State,1006006,1006006,469219,35221,35221,35221,166838,152858,143615,138657,146551,130176,485184,966356,1064854,1267247,1298397,1389338,1941881,1990018,1697701,1774525,2015680,2006142
158,Westport                 ,A,Hold Harmless,State,221271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Westport                 ,A,Interdistrict Cooperative,State,0,0,0,0,0,0,0,0,20969,18980,14000,14000,60000,60000,52916,52916,65951,61334,71907,71243,0,0,0,0
158,Westport                 ,A,Magnet School,State,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Westport                 ,A,Nonpublic Health Services,State,136948,26654,3514,3426,3095,2606,2315,2175,2372,2372,2293,3462,3992,3840,3876,3483,4148,4149,3925,5567,4321,4236,4237,4195
158,Westport                 ,A,Open Choice Program,State,0,0,0,0,0,0,0,0,0,40000,123594,106535,102566,96674,80768,71653,66000,77244,100597,102541,105000,111663,114000,126000
158,Westport                 ,A,Primary Mental Health,State,8500,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Westport                 ,A,Professional Development,State,4363,4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Westport                 ,A,School Building Projects,State,903930,766231,640952,330328,88979,56694,45020,56983,88170,1313971,3241050,4470233,3220035,1438371,3047343,5195306,2150787,477770,415198.25,1046399.82,413266.28,400985.32,388248.23,310845.12
158,Westport                 ,A,School To Career Opportunities,State,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Westport                 ,A,Sp. Ed. - Equity,State,0,0,0,0,0,0,0,0,0,0,57402,29934,8996,0,0,0,16748,20803,0,0,0,0,0,0
158,Westport                 ,A,Sp. Ed. - Excess Cost,State,0,0,7603,10030,12464,165321,167733,176668,36588,85658,265733,302490,558828,480502,350807,301444,548587,622292,727574,877957,848110,849627,738738,662049
158,Westport                 ,A,Sp. Ed. - Regular,State,1032335,444905,494121,93170,103055,118102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Westport                 ,A,Sp. Ed. - State Agency Placements,State,4544,3972,3549,4485,19927,33713,38296,21892,19714,48722,100921,175307,129589,72009,77071,70653,32351,63346,91924,63310,60308,61895,37805,46591
158,Westport                 ,A,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,256,256,256
158,Westport                 ,A,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,70799,0,0,0,9993,10000,14994,0,0,0,0,0,0,0,0,0,0
158,Westport                 ,A,Student Achievement,State,0,0,0,0,0,0,0,13948,551,0,0,24490,0,0,0,0,0,0,0,0,0,0,0,0
158,Westport                 ,A,Tax Exempt Property,State,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Westport                 ,A,Teacher Standards Implementation,State,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Westport                 ,A,Transportation - Public,State,93243,98674,123079,11319,0,0,0,1000,1000,1000,1000,1000,1000,833,794,754,775,722,693,650,386,397,711,295
158,Westport                 ,A,Transportation-Nonpublic,State,13486,14411,13923,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Westport                 ,A,Vocational Education Equipment,State,31951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Westport                 ,A,Youth Service Bureau,State,0,0,0,0,0,0,21056,20841,20695,20564,22045,22409,22258,21466,21485,22042,22131,22206,28454,28454,28464,28469,28469,28325
159,Wethersfield             ,D,Adult Education,State,8475,12172,9098,8965,9249,9095,9367,9829,10684,11779,12825,15075,15351,15254,18273,20490,22907,21229,28293,24697,34836,29332,26340,28552
159,Wethersfield             ,D,After School Program,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91278,91278,0,0,0,0
159,Wethersfield             ,D,Bilingual Education,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2651,0,0,0,2694,0,0,0,0
159,Wethersfield             ,D,Child Nutrition State Match,State,13512,12856,12524,12258,11107,10614,10184,10093,10185,11725,12555,13423,12654,12455,12754,12962,12735,12729,13810,13620,13233,13719,13967,13564
159,Wethersfield             ,D,E.E.R.A - Nonpublic,State,860,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Wethersfield             ,D,E.E.R.A - Public,State,21934,16425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Wethersfield             ,D,Early Reading Success,State,0,0,0,0,0,0,0,0,0,0,0,0,31990,32810,32815,32816,0,0,0,0,0,0,0,0
159,Wethersfield             ,D,ECS/Alliance Dist Grants,State,3461716,3600185,2562029,1287974,1284494,1284494,2268623,2144022,2050523,2032792,2106928,2196229,2695536,3742533,4121358,5085671,5442126,5577069,7670527,7940253,6862091,6906933,8126156,8327812
159,Wethersfield             ,D,Healthy Foods Initiative,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23823,26809,26126,25070,26170,27060,26495
159,Wethersfield             ,D,Innovative Teacher Training,State,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0
159,Wethersfield             ,D,Institute For Teaching And Learning,State,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Wethersfield             ,D,Interdistrict Cooperative,State,0,0,0,0,0,0,80000,0,31084,31084,55049,89984,0,0,0,0,0,0,0,0,0,0,0,0
159,Wethersfield             ,D,Magnet School,State,0,0,0,0,0,0,0,0,0,6000,2400,10800,32580,49200,22140,22140,24705,42900,37700,41600,39599,40308,0,0
159,Wethersfield             ,D,Nonpublic Health Services,State,8337,7020,6447,6437,6817,6570,6565,7207,7235,8387,8532,18483,19168,18136,20805,21147,27067,24461,29932,22904,23207,22019,21301,25450
159,Wethersfield             ,D,Open Choice Program,State,0,0,0,0,0,0,0,0,0,16000,22000,22000,28000,32000,30000,28000,26000,26000,32500,82083,121025,89161,127907,162000
159,Wethersfield             ,D,Primary Mental Health,State,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Wethersfield             ,D,Professional Development,State,5614,5913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Wethersfield             ,D,Safe Learning Grant,State,0,0,0,0,0,0,0,0,0,0,0,0,15000,14794,0,0,0,0,0,0,0,0,0,0
159,Wethersfield             ,D,School Building Projects,State,162550,148036,122428,439548,249154,198009,244137,309270,592923,320261,307971,227424,220901,2311904,2938603,2263364,1314403,498777,178089.35,171322.52,532245.4,156151.42,-523556.69,120709.83
159,Wethersfield             ,D,Sheff Settlement,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31100,29600,29600,34600
159,Wethersfield             ,D,Sp. Ed. - Equity,State,0,0,0,0,0,0,24911,31477,56234,64898,45545,29429,21995,0,0,0,0,0,0,0,0,0,0,0
159,Wethersfield             ,D,Sp. Ed. - Excess Cost,State,0,18316,14626,13753,7574,6186,22162,129908,161925,38175,61152,110721,350325,384319,361191,279940,348810,465594,487174,595713,651054,732682,757260,915882
159,Wethersfield             ,D,Sp. Ed. - Regular,State,1230114,1229195,1187182,921108,990210,1000108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Wethersfield             ,D,Sp. Ed. - State Agency Placements,State,32372,33425,25659,1025,10607,4783,0,11834,27913,52973,24758,68261,91357,17286,66250,66888,205464,250288,236371,318238,203848,220532,259662,147202
159,Wethersfield             ,D,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73219,73219,73219,73219
159,Wethersfield             ,D,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,146250,0,111168,0,9949,112568,29581,0,65770,0,68365,0,0,0,0,0,0
159,Wethersfield             ,D,State School Breakfast,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3051,21616
159,Wethersfield             ,D,Student Achievement,State,0,0,0,0,0,0,19436,0,1363,7740,6767,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Wethersfield             ,D,Teacher Standards Implementation,State,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Wethersfield             ,D,Transportation - Public,State,150048,217625,219339,159756,111935,108040,118004,114292,125282,161274,150585,149239,161780,140035,175489,186630,234115,194445,227789,190895,110269,110287,110880,101958
159,Wethersfield             ,D,Transportation-Nonpublic,State,12215,17643,14247,7924,5578,6947,10524,12345,15006,15145,14351,14869,24140,23373,21930,20020,26516,24115,25055,16294,15669,16517,15410,16695
159,Wethersfield             ,D,Vocational Education Equipment,State,0,0,49007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Wethersfield             ,D,Youth Service Bureau,State,0,0,0,0,0,0,20460,20260,20123,20198,21515,21855,21715,20975,20993,21513,21596,21666,27915,27915,27924,27928,27928,27785
160,Willington               ,E,Adult Education,State,3202,4069,3927,3548,3885,4506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Willington               ,E,Child Nutrition State Match,State,0,0,0,0,0,0,0,2919,2941,2746,2656,2468,2557,1895,2311,2298,2635,2682,2596,2767,2615,2636,2434,2362
160,Willington               ,E,E.E.R.A - Public,State,7814,5634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Willington               ,E,ECS/Alliance Dist Grants,State,2226757,2362726,2408247,2379059,2487649,2508919,3069572,3097378,3141023,3100696,3100577,3100577,3152669,3152667,3022404,3152354,3247247,3256074,3521683,3679838,3152105,3154366,3693687,3715243
160,Willington               ,E,Healthy Foods Initiative,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5734,5726,6107,5689,5746,5289,5130
160,Willington               ,E,Institute For Teaching And Learning,State,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Willington               ,E,Professional Development,State,1754,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Willington               ,E,School Building Projects,State,324044,261786,293262,227988,217040,206092,195144,193532,182584,546950,124903,287187,146520,197670,122476,118503,100197,96017,119478.78,105358.26,0,0,0,0
160,Willington               ,E,Sp. Ed. - Equity,State,0,0,0,0,0,0,0,0,0,21933,37676,36707,24229,0,0,0,0,0,0,0,0,0,0,0
160,Willington               ,E,Sp. Ed. - Excess Cost,State,20316,29673,26707,65,17738,0,0,0,0,0,0,32872,25540,0,0,0,0,0,29408,18433,50348,56145,30143,40740
160,Willington               ,E,Sp. Ed. - Regular,State,378338,373842,396749,375886,453224,536057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Willington               ,E,Sp. Ed. - State Agency Placements,State,65705,46788,1709,0,8010,0,0,0,0,0,0,15073,0,0,0,0,0,0,0,33124,0,53657,0,0
160,Willington               ,E,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38215,38215,38215,38215
160,Willington               ,E,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,0,0,0,0,30971,18079,30334,0,43532,0,0,0,0,0,0,0,0
160,Willington               ,E,Student Achievement,State,0,0,0,0,0,0,3143,5451,1585,0,519,5564,0,0,0,0,0,0,0,0,0,0,0,0
160,Willington               ,E,Teacher Standards Implementation,State,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Willington               ,E,Transportation - Public,State,164459,186538,189046,156081,179709,187391,106605,107555,120101,101676,106180,120371,117004,102698,108480,92232,99422,91117,118633,103618,57543,52430,43794,54612
160,Willington               ,E,Youth Service Bureau,State,0,0,0,0,0,0,12000,12000,12000,12000,14000,14000,14000,14000,14000,14000,14000,14000,17300,17300,17300,17300,17300,17226
161,Wilton                   ,A,Adult Education,State,1140,1445,1250,334,356,320,336,355,364,367,391,430,404,223,300,433,463,488,542,547,540,537,550,559
161,Wilton                   ,A,Child Nutrition State Match,State,2867,0,0,0,0,0,0,0,0,0,0,0,0,4785,6642,6985,6951,7375,8395,8879,8499,8390,8264,7673
161,Wilton                   ,A,E.E.R.A - Public,State,10196,7846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Wilton                   ,A,ECS/Alliance Dist Grants,State,780904,780904,364228,26399,26399,26399,60290,45535,47465,38917,43776,57909,376929,771098,799428,1119084,1147367,1033548,1553533,1581924,1424020,1598638,1586122,1647120
161,Wilton                   ,A,Hold Harmless,State,64990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Wilton                   ,A,Magnet School,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,3900,2600,7800,3900,7800
161,Wilton                   ,A,Nonpublic Health Services,State,18430,6615,1399,1822,1837,1988,1576,1978,1899,1918,2286,2336,2970,2098,2530,2626,3355,3251,3277,3115,2995,2858,3044,3114
161,Wilton                   ,A,Professional Development,State,2976,2991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Wilton                   ,A,Safe Learning Grant,State,0,0,0,0,0,0,0,0,0,0,0,0,14999,14000,0,0,0,0,0,0,0,0,0,0
161,Wilton                   ,A,School Building Projects,State,656108,663986,673331,623003,621657,622252,613216,567949,634357,2418035,2934818,2951454,1803143,832175,776815,417021,352926,327989,314671.43,300858.35,290482.17,261214.95,245477.31,233843.6
161,Wilton                   ,A,School To Career Opportunities,State,0,0,0,0,0,0,0,0,4550,4550,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Wilton                   ,A,Sp. Ed. - Equity,State,0,0,0,0,0,0,0,0,0,0,0,1719,0,0,0,0,4185,8957,0,0,0,0,0,0
161,Wilton                   ,A,Sp. Ed. - Excess Cost,State,5235,90053,104519,104889,88137,55118,49855,63786,55222,106851,117338,291754,690327,719497,762125,838258,1156996,1504155,1559944,1638968,942661,910224,884949,620645
161,Wilton                   ,A,Sp. Ed. - Regular,State,465610,226508,251724,44355,44596,35897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Wilton                   ,A,Sp. Ed. - State Agency Placements,State,72664,40355,36297,39882,56765,0,42054,12160,0,0,0,0,0,27866,0,0,71425,155215,158366,143791,123178,118909,128423,55140
161,Wilton                   ,A,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,245,245,245
161,Wilton                   ,A,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,124722,0,0,0,9992,10000,14978,0,0,0,0,0,0,0,0,0,0
161,Wilton                   ,A,Student Achievement,State,0,0,0,0,0,0,0,11845,4181,0,10142,21283,0,0,0,0,0,0,0,0,0,0,0,0
161,Wilton                   ,A,Teacher Standards Implementation,State,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Wilton                   ,A,Transportation - Public,State,119652,120860,124657,20320,307,301,0,1000,1000,1000,1000,1000,1000,833,794,754,775,722,693,650,369,367,321,295
161,Wilton                   ,A,Transportation-Nonpublic,State,4155,4573,4317,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
